query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
3650,"I'm looking for papers with at least one shared co-author with ""A wideband electro-optic modulator based on long range surface plasmon resonances"". Ideally, these papers will also belong to the sphere of plasmonics or integrated photonics. I'm particularly interested in works that showcase photonic microwave up-conversion via long range surface plasmon resonances, similar to continuous wave laser modulation.",10,0,10,0.0,0.0,0.0,0.0,0.0,0.0
10579,"Find more publications from the co-authors of ""Intense EM filamentation in relativistic hot plasmas"" that delve into the principles of self-organization.",10,0,10,0.0,0.0,0.0,0.0,0.0,0.0
1682,"Find publications by coauthors of ""Thompson scattering in high-intensity chirped laser pulses"" which also explore the impact of spin on magnetic fields.",9,0,9,0.0,0.0,0.0,0.0,0.0,0.0
5018,Explore published research on room temperature magnetocaloric effects by authors affiliated with Universidad Autónoma de Ciudad Juárez.,10,1,9,0.1,0.1,0.0,0.0,0.1,0.1
4821,"Search for papers with a common author to ""Fast separation of two trapped ions"", that are also within the same research domain, and discuss a methodology for examining trapped ions or akin quantum systems.",9,0,9,0.0,0.0,0.0,0.0,0.0,0.0
12017,"Search for publications co-authored by one of the authors of ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"" that are within the realm of astrophysics or nuclear physics and include discussions on the configuration of fission reaction chambers for investigating nuclear reactions.",9,0,9,0.0,0.0,0.0,0.0,0.0,0.0
12883,"Are there any papers, sharing a coauthor with ""Searching for Beyond the Standard Model Physics with COHERENT Energy and Timing Data"", within a matching subject area that also discuss the recently identified Milky Way satellite Eridanus II?",8,0,8,0.0,0.0,0.0,0.0,0.0,0.25
2552,"Are there any papers by the co-authors of ""Designing of a polarization beam splitter for the wavelength of 1310 nm on dual-core photonic crystal fiber with high birefringence and double-zero dispersion"" that delve further into advancements in photonic crystal fiber technology?",9,1,8,0.1111111111111111,0.1111111111111111,0.0,0.0,0.05,0.0
11238,Publications from Institut national des sciences appliquées de Rennes researchers on quantum dot laser modulation characteristics.,8,3,5,0.375,0.375,1.0,1.0,1.0,0.5
5520,"What are the references to other studies examining multi-frequency radio observations of galaxies in the work ""The clustering and bias of radio-selected AGN and star-forming galaxies in the COSMOS field""?",12,5,7,0.4166666666666667,0.4166666666666667,0.0,0.0,0.1111111111111111,0.16666666666666666
13011,Could you show me some papers that delve into quantum reasoning and its applications within the Principle of locality field?,20,13,7,0.65,0.65,0.0,1.0,0.3333333333333333,0.45
2305,Does the National Institute of Technology in Durgapur have any publications on the properties and characterization of nanocrystalline materials?,6,0,6,0.0,0.0,0.0,0.0,0.0,0.0
9572,Are there any papers sharing a coauthor with 'Vector Monte Carlo simulations on atmospheric scattering of polarization qubits' that also fall within the field of silicon photonics and discuss related silicon photonic devices?,7,1,6,0.14285714285714285,0.14285714285714285,0.0,0.0,0.16666666666666666,0.14285714285714285
6877,"I'm looking for papers with a shared authorship with ""Passive-scheme analysis for solving the untrusted source problem in quantum key distribution"", which additionally delve into the analysis of beam wander effects or are related to the same field concerning how these effects can influence quantum key distribution systems. This is with the aim of exploring future research collaborations with authors experienced in this topic, particularly as it pertains to resolving potential issues that untrusted sources may cause.",5,0,5,0.0,0.0,0.0,0.0,0.0,0.0
734,Does any research from Cégep de l'Outaouais explore novel imaging techniques in Optics?,5,5,0,1.0,1.0,0.0,0.0,0.09090909090909091,0.4
13234,Show me publications on gravity theories from the co-authors involved in the 'Extensions of Lorentzian spacetime geometry: From Finsler to Cartan and vice versa' paper.,19,14,5,0.7368421052631579,0.7368421052631579,1.0,1.0,1.0,0.3157894736842105
5921,"Could you find recent papers, preferably from the last 5 years, which discuss the creation and characteristics of liquid crystals containing the heterocyclic ring of 1,2,3-Triazole? I am specifically keen on studies that investigate their utility in applications like LCD technology.",5,0,5,0.0,0.0,0.0,0.0,0.0,0.0
6072,"What are the papers referenced in ""Analytical eigenstates for the quantum Rabi model"" that also discuss interactions between quantum systems?",8,3,5,0.375,0.375,1.0,1.0,1.0,0.25
4652,Show me papers authored by Higher Technological Institute researchers on the topic of soliton wave solutions.,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0
6455,Search for publications by Marco Breschi on thermal properties.,10,6,4,0.6,0.6,0.0,1.0,0.5,0.6
11913,"Looking for papers having a coauthor in common with ""Quantitative analysis of strain distribution in InAs/InAs1−xSbx superlattices"", within the same research discipline, and suggesting a novel FPA architecture.",4,0,4,0.0,0.0,0.0,0.0,0.0,0.0
9078,"What research papers studying early uses of graphene are referenced in the paper titled ""Graphene-Oxide-Based Q-Switched Fiber Laser with Stable Five-Wavelength Operation""?",12,8,4,0.6666666666666666,0.6666666666666666,0.0,0.0,0.14285714285714285,0.5
1576,Find papers authored by the same researchers as 'Thermotropic and lyotropic liquid crystalline phases of Guerbet branched-chain -D-glucosides' that explore the link between molecular structure and liquid crystalline properties.,8,4,4,0.5,0.5,1.0,1.0,1.0,0.5
12491,"Can you find more papers from the co-authors of ""Design of the Superconducting Extraction and Injection Quadrupole Doublet Modules for the SIS100 Heavy Ion Synchrotron""? I would like to focus on those discussing upcoming particle collider ventures.",8,1,7,0.125,0.125,0.0,0.0,0.125,0.125
9814,"Could you locate studies co-authored by the same individual(s) who contributed to ""Critical behaviors and phase diagrams of the mixed spin-1 and spin-7/2 Blume-Capel (BC) Ising model on the Bethe lattice (BL),"" that remain within the same field? Specifically, documents that similarly examine phases in a spin model?",9,5,4,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0625,0.2222222222222222
2493,Are there any publications by Omsk State Transport University scholars on errors in Kramers' nuclear fission formulas?,3,0,3,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
8199,I'm looking for papers that have at least one shared author with 'Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion'. These papers should propose a magnet generator structure that is similar to the one discussed in the initial paper and should also be within the field of wave energy conversion.,10,6,4,0.6,0.6,1.0,1.0,1.0,0.6
789,"Show me the papers written by co-authors of 'Resolution modeling in PET imaging: Theory, practice, benefits, and pitfalls' that focus on the use of tapered scintillator arrays for resolution enhancement.",3,0,3,0.0,0.0,0.0,0.0,0.0,0.0
7917,Find articles by Moshe Rozali on the dynamics of driven field theories on Arxiv.,3,2,1,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666
5650,Could you show me some research papers that explore generating multiple wavelengths using Barium nitrate in their studies?,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0
5332,Which scholarly articles are there from Athabasca University that focus on the examination and interpretation of auroral images?,4,1,3,0.25,0.25,0.0,1.0,0.5,0.25
4001,Are there any Meteorology research papers from Central Queensland University that concentrate on rainfall forecasting?,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0
