query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
11389,"What research papers discussing magnetic nanoparticle delivery with a magnetic field are referenced by ""Determination of the force acting on biocompatible ferrofluid droplets in inhomogeneous magnetic field""?",7,7,0,1.0,1.0,1.0,1.0,1.0,1.0
10939,"Can you show me the papers that the research ""Adaptive synchronization of chaos in permanent magnet synchronous motors based on passivity theory"" has referenced, specifically those discussing robust synchronization and control?",3,3,0,1.0,1.0,1.0,1.0,1.0,1.0
8199,I'm looking for papers that have at least one shared author with 'Design and Analysis of a Field-Modulated Tubular Linear Permanent Magnet Generator for Direct-Drive Wave Energy Conversion'. These papers should propose a magnet generator structure that is similar to the one discussed in the initial paper and should also be within the field of wave energy conversion.,10,6,4,0.6,0.6,1.0,1.0,1.0,0.6
13138,"Are there any papers discussing facial spectral reflectance biometrics, published by Texas AgriLife Research researchers between 2015?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
8285,Show all publications by Abdul Ghafoor on the topic of coupled heat and mass transfer.,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
1248,"Search for publications authored by the contributors of ""Binning is sinning: morphological light-curve distortions due to finite integration time"" particularly exploring the habitable zones of exomoons.",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
6729,Does any research from Okayama University study large-radius jet responses specifically within the scope of the ATLAS experiment at CERN?,2,0,2,0.0,0.0,0.0,0.0,0.0,0.5
8775,Show me publications by H. Floyd Davis on generating vacuum ultraviolet light.,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
5712,Show me publications from coauthors of 'Formation of supermassive primordial black holes by Affleck-Dine mechanism' that explore the nonlinear implications of primordial black hole formation using the same mechanism.,2,2,0,1.0,1.0,0.0,0.0,0.08333333333333333,1.0
372,Papers by Joonbum Park on the impact of stress on magnetic phase transitions,2,2,0,1.0,1.0,0.0,1.0,0.5,1.0
12972,"Looking for papers that either cited or were cited by ""Electronic, elastic, lattice dynamic and thermal conductivity properties of Na3OBr via first principles"", focusing particularly on those exploring negative thermal expansion materials similar to Na3OBr as studied in the aforementioned paper.",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
84,What other publications have been released by the authors of 'Synthesizing carbon nanotubes in space' investigating the dust particle size in active galactic nuclei based on data collected in 2017?,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
10903,"Show me papers exploring gamma-ray emitting active galactic nuclei as detected by high-energy astrophysics telescopes, that have a shared authorship with ""The Disappearance of a Narrow Mg II Absorption system in Quasar SDSS J165501.31+260517.4,"" and incorporate research using XMM-Newton data to study blazars.",2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
6645,"Can I find any research papers authored by the coauthors of ""Effect of Time Delay on Binary Signal Detection via a Bistable System"" that further explore the impact of time delay on signal detection performance?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
4598,Are there any publications from Samsung Electro-Mechanics researchers that explore the analysis of spiral microcavity laser emission?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2816,"Looking for papers by co-authors of ""A thin radar-infrared stealth-compatible structure: Design, fabrication, and characterization"" that extend their discussion on radar and infrared stealth capabilities, based on their expertise in stealth technology development from their initial research.",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
11877,Find all papers from Keiser University examining the analysis of current flow through droplets.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
9753,"Search for publications cited by ""The ATLAS3D project - XIX. The hot gas content of early-type galaxies: fast versus slow rotators"" that also explore the alignment of kinematic and photometric axes in early-type galaxies.",3,3,0,1.0,1.0,1.0,1.0,1.0,1.0
11846,Are there any papers by the Singapore Ministry of Health researchers on quick gamma correction methods in medical imaging?,1,1,0,1.0,1.0,0.0,0.0,0.06666666666666667,1.0
9572,Are there any papers sharing a coauthor with 'Vector Monte Carlo simulations on atmospheric scattering of polarization qubits' that also fall within the field of silicon photonics and discuss related silicon photonic devices?,7,1,6,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285
1841,"What other research papers discussing superconducting characteristics have referenced or been referenced in the study ""The Effect of Silver Inclusion on Superconducting Properties of YBa 2 Cu 3 O y Prepared Using Planetary Ball Milling""?",4,4,0,1.0,1.0,0.0,0.0,0.07142857142857142,0.25
12036,"Which publications from the co-authors of ""Nighttime E region plasma irregularities over an equatorial station Trivandrum"" also delve into in situ electron density measurements?",1,1,0,1.0,1.0,0.0,0.0,0.07142857142857142,1.0
8361,"Can you show me other research studies that have explored spatial control of inhomogeneous broadening to modify the properties of quantum well structures using ion irradiation, similar to what's covered in ""Ion-beam-assisted spatial modulation of inhomogeneous broadening of a quantum well resonance: excitonic diffraction grating""?",3,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
7502,Are there any research articles or publications affiliated with Core Laboratories exploring the impact of stress on magnetic characteristics in the context of magnetic circuits?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
6531,"Can you locate articles with a common co-author to ""Point contact spectroscopy of Nb3Sn crystals: Evidence of a CDW gap related to the martensitic transition"", which also explore superconducting properties under high pressure circumstances in a similar field of study?",1,1,0,1.0,1.0,0.0,0.0,0.05555555555555555,0.0
3101,"Can you show me the papers that the ""InAs/GaSb superlattice interband cascade light emitting diodes with high output power and high wall-plug efficiency"" cites which also exhibit high-temperature ICIP performance as described and utilized in this paper?",5,5,0,1.0,1.0,0.0,1.0,0.3333333333333333,0.6
9412,What are some publications by the Research Council of Norway that discuss the capabilities of the Timepix3 detector?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
12017,"Search for publications co-authored by one of the authors of ""Astrophysical Rates for Explosive Nucleosynthesis: Stellar and Laboratory Rates for Exotic Nuclei"" that are within the realm of astrophysics or nuclear physics and include discussions on the configuration of fission reaction chambers for investigating nuclear reactions.",9,0,9,0.0,0.0,0.0,0.0,0.0,0.0
290,"What research papers investigating high-temperature diode performance have cited the paper ""The Effect of Light Ion Irradiation on 4H-SiC MPS Power Diode Characteristics: Experiment and Simulation"", or have been cited by it?",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
