query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
572,"Is there a well-constructed leather sheath with durable stitching available for my Woodman's Pal 284? Ideally, it would come with a matching concave axe blade for chopping wood.",1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
8970,"Are there any hiking pants primarily made of nylon mixed with a bit of elastane? I'm in search of pairs that are not only lightweight and comfortable but are also equipped with advanced repellency technologies such as Omni-Shield. My main focus is not on the fit, but rather on the materials and features that cater to my needs.",18,3,15,0.16666666666666666,0.16666666666666666,0.0,0.0,0.125,0.05555555555555555
2044,Can you suggest a durable Berkley brand boat spinning rod made from solid glass blanks?,6,3,3,0.5,0.5,0.0,1.0,0.3333333333333333,0.3333333333333333
4842,What's the best cover for a 3000-5000 size spinning reel?,18,4,14,0.2222222222222222,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333
2173,"Looking for a 6V LED bulb for my flashlight that has a built-in reflector and various lighting modes, preferably 5. Any recommendations?",3,0,3,0.0,0.0,0.0,0.0,0.0,0.0
8890,Looking for a cowboy-styled hat that would complement the Metalab Santa Fe Coll Flower Twist Dog Bone Pony Bit. It's for my daughter's upcoming birthday - she loves horse riding and I want to enhance her equestrian fashion.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5916,"What are some lightweight fastpitch gloves suitable for kids and pitchers? Ideally, something that offers a good balance between softness and control with a design specifically tailored for fastpitch.",3,0,3,0.0,0.0,0.0,0.0,0.0,0.0
1901,Can you recommend an overstable gummy putter that grips the chains well and stops quickly? It should also be effective for both backhand and sidearm throws.,18,1,17,0.05555555555555555,0.05555555555555555,0.0,1.0,0.5,0.16666666666666666
5495,"I'm looking for deep water floats to provide more stability for my kayak. I'm considering getting the KUFA 400' ø1/4"" Non-leaded Sinking Line SL4 as well and it's important that they are compatible. I've also been browsing the KUFA 15"" Inflatable Prawn shrimp Pot Float Buoys F15Y. Do you have any other products like these that you can recommend?",1,1,0,1.0,1.0,0.0,1.0,0.5,1.0
978,"Looking for a dependable 700 x 19 / 23 inner tube for my road bike. Does Vittoria, or any prominent brand, offer such a product?",7,5,2,0.7142857142857143,0.7142857142857143,1.0,1.0,1.0,0.7142857142857143
5106,Is there any men's tank top available from Under Armour?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
6900,Are there any hoodies available where the stitching matches the color of the actual garment?,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0
8595,Can you suggest any fishing flies that would pair well with the Piscifun Sword Fly Fishing Line with Welded Loop Weight Forward Floating Fly Line WF1 2 3 4 5 6 7 8 9 10wt 90 100FT for my upcoming fishing trip in August?,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
8169,Looking for a soft and breathable ballet leotard dress for a baby girl in multiple color options. Can you suggest one?,17,0,17,0.0,0.0,0.0,0.0,0.0,0.11764705882352941
6126,"Looking for Heckmann brand tent stakes suitable for outdoor use, specifically ones made of stainless steel for rust-resistance.",4,4,0,1.0,1.0,1.0,1.0,1.0,1.0
1991,Looking for an athlete-specific headband made from P.R.O. Transfer Lite fabric with Minerale. Does Amazon have one with approximately 52% Minerale polyester and 48% regular polyester composition? Effective moisture management and quick drying are essential features I’m looking for.,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
7829,What are some good quality New Era labeled Gucci hats made from cotton?,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
5764,Do you have any recommendations for a MLB team themed lapel pin that also features Hello Kitty? I'm a big fan and thought it would make an excellent gift.,18,0,18,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
2054,"Is there an OMP crossbow string available in varying shades of sand, sage and brown Dacron?",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
8423,Where can I find a Majestic brand men's polo shirt with a perfect fit and a beautiful print design on the front?,9,0,9,0.0,0.0,0.0,0.0,0.0,0.0
8948,Looking for an authentic Adidas bucket hat made of 100% polyester. Can you help me find one?,8,0,8,0.0,0.0,0.0,0.0,0.0,0.5
