query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
4996,Which condition involves a posterior polar cataract in its symptoms and is linked to the ITM2B gene?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9516,Which liver-expressed transporter gene or protein is involved in organic ion translocation and facilitates the movement of drugs that exhibit synergistic effects with 1-Testosterone?,14,0,14,0.0,0.0,0.0,0.0,0.0,0.5
5631,"What genes or proteins interact with the tubulin C-terminal post-translational modification pathway, bind to tubulin, and exhibit tubulin-glutamic acid ligase activity?",12,10,2,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.9166666666666666
7313,"Identify genes or proteins that (1) engage in interaction with TBK1, (2) are linked to the same pathology as TBK1, and (3) are capable of interacting with protein kinase B alpha (AKT1).",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
8753,Are there any pharmacological agents that act as electron donors in metabolic processes through reversible oxidation and reduction and influence genes or proteins associated with L-aminoadipate-semialdehyde dehydrogenase enzymatic function?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
6117,"Could you identify the common genetic targets for both N-(M-Trifluoromethylphenyl) Phenoxazine-4,6-Dicarboxylic Acid and (2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5285,"Please find genes or proteins with structural molecular activity linked to the basal body-plasma membrane anchoring pathway, particularly those interacting with NPHP1, suggesting involvement in a common signaling pathway.",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
1722,What could be a related disease if someone has oromandibular-limb hypogenesis syndrome and a fibrous band linking their tongue to the palate or gingival ridge?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9257,What are the common genetic targets of Meclofenamic acid and Escherichia coli-derived Asparaginase?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5881,"What are the common genetic targets associated with the action of both 2',4'-Dichloro-4-hydroxy-1,1'-biphenyl-3-carboxylic acid and Liotrix?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
5236,Could you supply a list of gene or protein regulators involved in ATPase activity that are also associated with the development of autism?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
6960,Which gene or protein is not expressed in either the salivary glands or the renal nephron's tubular structures?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
139,"Can you list the diseases associated with the PDE8B gene, specifically those that fall under primary pigmented nodular adrenocortical disease with a known PDE11A gene mutation etiology?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
1893,Which diseases are related to or fall under oophoritis and also manifest with tuberculous inflammation of the ovaries?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
10411,Which genes or proteins are expressed in the pericardium but not in the deltoid muscle?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1595,Could you provide a list of medications that are compatible with Ormeloxifene for treating a respiratory infection?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5602,Can you find any medications that target the ODC1 gene/protein and are toxic diamines resulting from the breakdown of ornithine and arginine?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
4948,Could you suggest medications that are compatible with Pegamotecan and Pegaptanib to enhance their efficacy and also help increase my neutrophil levels?,3,3,0,1.0,1.0,1.0,1.0,1.0,1.0
501,"Please compile a list of genes and proteins involved in the Generic Transcription Pathway by interaction, which are also linked to salivary gland cancer.",1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
8548,"I'm searching for a biological pathway that plays a role in events associated with Cyclin E during the G1/S transition phase, which also interacts with the same genes or proteins that Cyclin E:Cdk2 complexes do. Additionally, this pathway should involve the phosphorylation of proteins crucial to the G1/S transition, a process mediated by the action of Cyclin E:Cdk2 complexes. Can you identify this pathway for me?",2,2,0,1.0,1.0,0.0,1.0,0.25,1.0
6522,"Identify genes or proteins that both engage in interactions with CCM2 and are implicated in the same pathological conditions, while also being part of a protein complex with other cerebral cavernous malformation (CCM) gene family constituents.",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
181,"What are the effective inhibitors of the membrane-bound metalloendopeptidase, or enkephalinase, that interact with the MME gene/protein?",4,4,0,1.0,1.0,1.0,1.0,1.0,1.0
4045,"Please find diseases linked to the DCLRE1C gene, characterized by severe, recurrent infections, diarrhea, failure to thrive, and heightened sensitivity to ionizing radiation.",1,0,1,0.0,0.0,0.0,0.0,0.0,1.0
2625,Which disease falls under malignant histiocytosis and is linked to the SLC29A3 gene/protein?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
4710,"What is the diagnosis for a condition involving chronic neuroinflammation, specifically a form of encephalitis with ongoing inflammation in the brain?",4,4,0,1.0,1.0,0.0,0.0,0.14285714285714285,0.5
1471,What is the name of the condition associated with cervical cancer that involves cysts with both columnar and squamous cells in the cervix?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5323,"What possible conditions could I have that involve persistent fatigue and weakness, considering my family history of thrombocytopenia with congenital dyserythropoietic anemia? Are there hereditary diseases related to these symptoms?",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
228,Could you identify genes or proteins that interact with RTL10 and are also associated with chromatin organization?,1,1,0,1.0,1.0,0.0,0.0,0.125,1.0
10512,Identify pathways associated with the autointegration process resulting in circular viral DNA and its interaction with common genes/proteins.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
634,Which drugs interact with the SERPINA1 gene/protein as carriers?,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
8681,"Which pharmaceutical agents not only exhibit a synergistic effect when combined with Incadronic acid but are also approved for treating the same condition, and possess an extended half-life ensuring prolonged therapeutic impact within the body?",5,3,2,0.6,0.6,0.0,1.0,0.5,1.0
11152,"Identify common genetic targets of both 3-({[(1Z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid and 2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol.",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
8732,Please identify the common gene targets that both Hydrocortisone phosphate and Testosterone propionate interact with.,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
