query_id,query_text,total_answers,retrieved_count,missed_count,recall@50,recall@20,hit@1,hit@5,mrr,recall@20_vss_merged
12884,Show articles by Jeng-Lung Chen on enhancing thermoelectric performance with indium doping.,1,1,0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
4082,"Can you find other papers that explore the analog performance aspects of tunnel field-effect transistors and have either cited or been referenced by the study titled ""Impact of the NW-TFET Diameter on the Efficiency and the Intrinsic Voltage Gain From a Conduction Regime Perspective""?",5,5,0,1.0,1.0,1.0,1.0,1.0,0.4
12107,"Show me articles on Arxiv related to the Mass-Luminosity relationship, focusing on studies that estimate stellar mass and age.",2,2,0,1.0,1.0,1.0,1.0,1.0,1.0
4648,"Are there any research papers from Kasetsart University on graphene plasmons, specifically tuning their infrared emission in the context of Graphene nanoribbons?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
6795,"Could you search for the papers discussing the effects of interface width that were referenced in the study ""Effect of viscosity and shear flow on the nonlinear two fluid interfacial structures""?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
4758,"Which publications examining the regulation of droplet evaporation have been referenced in the study titled ""Influence of Bond Number on Behaviors of Liquid Drops Deposited onto Solid Substrates""?",1,1,0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
4274,"What are the papers that explore solutions to naturalness without involving weak-scale dynamics and have either cited the paper ""Solving the Hierarchy Problem Discretely"" or have been cited by it?",1,1,0,1.0,1.0,0.0,1.0,0.3333333333333333,1.0
12327,Looking for papers affiliated with Barry University discussing the influence of axion emission on massive stellar explosions within the realm of Neutrino detectors.,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
3875,"Could you find 2014 or older papers in the Snowball Earth field, focusing on high obliquity climate discussions and how orbital variations might have influenced glaciation during those times?",1,1,0,1.0,1.0,1.0,1.0,1.0,1.0
9682,"Can you find research papers that probe into the mesophase behavior of homologous series of substituted phenyl azobenzoate compounds and are referenced in the study titled ""Effect of lateral bromo substituent on the phase behavior of four-ring azo/ester/azo liquid crystalline materials""?",12,12,0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666
5360,Are there any Physics papers related to PGi that improve emission power?,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
5921,"Could you find recent papers, preferably from the last 5 years, which discuss the creation and characteristics of liquid crystals containing the heterocyclic ring of 1,2,3-Triazole? I am specifically keen on studies that investigate their utility in applications like LCD technology.",5,0,5,0.0,0.0,0.0,0.0,0.0,0.2
